NAME_ONE,HAZARD_COD,BASIN_NAME,RIVER_STRE,DAM_HEIGHT,DAM_LENGTH,SURFACE_AR,YEARBUILT,longitude,latitude
August Anderson Pond Dam,A,Delaware,Tr-Hoolihan Brook,14,680,2,1965,-75.1097222222,41.8944444444
Leonard Reichman Wildlife Pond Dam,A,Delaware,Tr-Delaware River,9,320,3,0,-75.0641666667,41.7813888889
Arthur Triquart Wildlife Pond Dam,0,Delaware,Tr-Basket Creek,13,360,3,0,-75.1163888889,41.8602777778
East Ridge Farm Pond Dam,0,Delaware,Tr-Delaware River,17,600,40,0,-75.1,41.8277777778
Arthur Kahn Pond Dam,D,Delaware,Tr-Basket Creek,14,400,10,0,-75.0847222222,41.8722222222
Beaver Run Dam,A,Delaware,Humphries Brook,11,130,9,1976,-75.23,41.9
Crystal Lake Dam,A,Delaware,Tr-Hankins Creek,8,50,38,1920,-75.0233333333,41.87
Deer Lake Dam,A,Delaware,Tr-E Branch Basket Creek,20,150,13,1940,-75.0322222222,41.9111111111
Thomas Consavage Dam,A,Delaware,East Branch Basket Creek,10,100,2,1981,-75.0216666667,41.885
Herbert Dam,A,Delaware,Tr-Hankins Creek,8,0,4,1980,-75.0402777778,41.8647222222
Edward Klimchock Dam,B,Delaware,Tr-Abe Lord Creek,23,340,3,1981,-75.2108333333,41.9186111111
Sean Lake Dam,A,Delaware,Tr-E Branch Basket Creek,8,125,3,1982,-75.0186111111,41.9072222222
Howard Stewart Dam,A,Delaware,Tr-Calkins Creek,10,320,6,0,-75.0483333333,41.7930555556
Bernadina Rieping Dam,A,Delaware,Tr-Beaverkill,18,365,4,0,-75.1,41.975
Paul Kellam Pond Dam,A,Delaware,Tr-Hankins Creek,11,720,10,0,-75.005,41.8791666667
Leonard Bauer Dam,A,Delaware,Tr-Delaware River,11,0,2,1997,-75.0630555556,41.8222222222
Lohr Dam,A,Delaware,Tr-East Branch Basket Creek,11,0,7.3,1998,-75.1016666667,41.9061111111
Orleans Swamp Dam,A,Delaware,Orleans Swamp,10,65,9,0,-75.1413888889,41.9713888889
Orleans Swamp Lower Dam,A,Delaware,Orleans Swamp,6,70,4,0,-75.1533333333,41.9672222222
Amawalk Dam,C,Lower Hudson,Muscoot River,85,1270,606,1897,-73.7544444444,41.2888888889
Hessian Brook Swimming Pool Dam,A,Lower Hudson,Hessian Brook,6,0,1,1924,-73.9875,41.3205555556
Sloan Dam,A,Lower Hudson,Tr-Hudson River,15,120,1,1890,-73.9461111111,41.375
Ficken Dam,D,Lower Hudson,Tr-Hudson River,18,150,1,1912,-73.9683333333,41.3691666667
Citizens Dam,A,Lower Hudson,Highland Brook,13,105,1,1912,-73.98,41.3761111111
Lusk Reservoir Dam,C,Lower Hudson,Tr-Hudson River,30,225,13,1895,-73.9630555556,41.3858333333
Williams Pond Dam,A,Lower Hudson,Tr-Canopus Creek,12,0,1,1923,-73.8775,41.3855555556
Stillman Pond Dam,D,Lower Hudson,Tr-Highland Brook,6,50,15,1924,-73.9991666667,41.3961111111
(213-0477),D,Lower Hudson,Tr-Peekskill Hollow Creek,0,0,0,0,-73.8263888889,41.3883333333
Kirk Lake Dam,B,Lower Hudson,Tr-Muscoot River,28,225,124,1871,-73.7583333333,41.3788888889
Lower (south) Wiccopee Dam,C,Lower Hudson,Wiccopee Brook,32,375,54,1913,-73.8172222222,41.4152777778
Foundry Brook Dam,A,Lower Hudson,Foundry Brook,25,130,1.6,0,-73.9333333333,41.4388888889
Lower Melzingah Dam,D,Lower Hudson,Gordon Brook,30,50,3,1911,-73.9708333333,41.4711111111
Melzingah Dam,C,Lower Hudson,Gordons Brook,50,524,7,1924,-73.9688888889,41.4719444444
Davignon Pond Dam,A,Upper Hudson,Palmer Lake Creek,10,300,32,1922,-73.965,43.265
Keenan Reservoir Dam,C,Upper Hudson,Clendon Brook,30,479,115,1892,-73.7538888889,43.3272222222
Lake Luzerne Dam,B,Upper Hudson,Seymour Brook,5,100,111,1860,-73.8383333333,43.3213888889
Conklingville Dam,C,Upper Hudson,Sacandaga River,96,1100,25200,1928,-73.9241666667,43.3175
Ferguson Dam,A,Upper Hudson,Rice Creek,10,120,2,1974,-73.7938888889,43.3619444444
Rhodes & Johnson Dam,A,Upper Hudson,Rice Creek,10,110,3,1913,-73.7991666667,43.3644444444
Lake Vanare Dam,B,Upper Hudson,Neowe Brook,8,110,30,1926,-73.7919444444,43.3691666667
(205-0481),D,Upper Hudson,Stony Creek,0,0,0,0,-73.9133333333,43.4161111111
(205-0491),D,Upper Hudson,Stony Creek,0,0,0,0,-73.9280555556,43.4252777778
(205-0492),D,Upper Hudson,Roaring Branch Stony Creek,0,0,0,0,-73.9311111111,43.4244444444
(205-0508),D,Upper Hudson,Stony Creek,0,0,0,0,-73.9463888889,43.4433333333
Marcell Roth Lake Dam,C,Lower Hudson,Tr-Peekskill Hollow Creek,12,200,103.8,1955,-73.7838888889,41.4366666667
Clark Mills Dam,B,Mohawk,Oriskany Creek,7,200,1,1915,-75.3780555556,43.0844444444
Clarks Mills Dam #2,A,Mohawk,Tr-Oriskany Creek,0,25,0,1917,-75.3708333333,43.0869444444
Hamilton College Reservoir #4 Dam,A,Delaware,Kirkland Glen,42,200,2,1920,-75.435,43.0516666667
Hamilton College Dam A,A,Mohawk,Kirkland Glen,15,400,1,1901,-75.4383333333,43.0497222222
Hamilton College Dam B,A,Mohawk,Kirkland Glen,15,450,1,1912,-75.4383333333,43.0497222222
Helca Pond Dam,D,Mohawk,Deans Creek,0,0,0,0,-75.4544444444,43.0966666667
(115-0918),D,Mohawk,Deans Creek,0,0,0,0,-75.46,43.09
(115-0920),D,Mohawk,Deans Creek,0,0,0,0,-75.4644444444,43.0888888889
(115-0921),D,Mohawk,Tr-Deans Creek,0,0,0,0,-75.4738888889,43.0725
State Canal Feeder Dam #1,A,Mohawk,Mohawk River,15,150,3,1916,-75.4538888889,43.2022222222
State Canal Feeder Dam #2,A,Mohawk,Mohawk River,6,180,3,1916,-75.455,43.2058333333
Clinton Reservoir Dam,D,Mohawk,White Creek,34,440,6,1936,-75.4172222222,43.0377777778
Skenandoa Club Pond Dam,A,Mohawk,Tr-Oriskany Creek,12,500,1,1965,-75.4108333333,43.0738888889
(115-4346),D,Mohawk,Mud Creek,0,0,0,0,-75.3216666667,43.0822222222
Sauquoit Creek Dam,0,Mohawk,Sauquoit Creek,10,60,2,0,-75.2708333333,43.0183333333
Higby Woods Detention Basin Dam,A,Mohawk,None,7,1340,0,1990,-75.2536111111,43.0686111111
Chadwicks Dam,A,Mohawk,Tr-Sauquoit Creek,41,313,3,0,-75.2688888889,43.03
Walmart  Detention Pond A Dam,A,Mohawk,,5,0,7,1995,-75.3216666667,43.175
Walmart  Detention Pond B Dam,A,Mohawk,,0,0,5.1,1995,-75.3194444444,43.1763888889
Walmart  Detention Pond C Dam,A,Mohawk,,5,0,6.3,1995,-75.3188888889,43.1730555556
Walmart  Detention Pond D Dam,A,Mohawk,,14.5,0,1.4,1995,-75.3083333333,43.1713888889
Skenandoa Club Dam #2,A,Mohawk,Tr-Oriskany Creek,18,500,2,1997,-75.4086111111,43.0738888889
(116-0736),D,Susquehanna,Pleasant Brook,0,0,0,0,-75.4538888889,42.7663888889
(116-0756),D,Susquehanna,Sangerfield River,0,0,0,0,-75.4611111111,42.8172222222
(116-0791),D,Susquehanna,Tr-Mill Creek,0,0,0,0,-75.3880555556,42.8363888889
(116-0791a),D,Mohawk,Sauquoit Creek,0,0,0,0,-75.2533333333,42.9627777778
(116-0793),D,Susquehanna,Unadilla River,0,0,0,0,-75.28,42.7636111111
(116-0794),D,Susquehanna,Beaver Creek,0,0,0,0,-75.3283333333,42.7983333333
Lattus's Dam,A,Mohawk,Tr-Sauquoit Creek,0,80,0,1917,-75.2552777778,42.9627777778
East Dam At Potsdam,A,Raquette River,Raquette River,10,220,330,1903,-74.9888888889,44.6688888889
Sugar Island Dam,B,Raquette River,Raquette River,37,184,15,1924,-74.9744444444,44.6297222222
Filippini Pond Dam,A,Delaware,Tr-Lemons Brook,12,110,70,1937,-74.8797222222,41.7033333333
Gordon Dam,A,Delaware,Hickok Brook,12,450,5,1938,-74.8766666667,41.5016666667
Cliff Lake Dam,C,Delaware,Black Lake Creek,50,610,190,1925,-74.7944444444,41.5838888889
Kabau Lake Dam,A,Delaware,Angel Mill Brook,18,320,38,1940,-74.9433333333,41.66
Woods Pond Dam,A,Delaware,Tr-W Branch Mongaup River,11,625,6,1939,-74.7916666667,41.7238888889
Rockland County Power Diversion Dam,A,Delaware,Black Brook,19,75,1,1941,-74.7611111111,41.5430555556
Wheeler Pond Dam,A,Delaware,Tr-West Branch Mongaup Riv,7,200,6,1942,-74.79,41.7352777778
Quigan Dam,A,Delaware,Beaverdam Brook,6,160,1,1942,-74.7747222222,41.6961111111
Kappy's Lake Dam,A,Delaware,Tr-Mongaup River,15,700,2,1950,-74.7625,41.735
Wasserlauf Dam,A,Delaware,Tr-Black Lake,12,490,13,1954,-74.8516666667,41.66
Fraser's Pond Dam,A,Delaware,Tr-Mongaup River,12,71,2,1958,-74.7566666667,41.7272222222
Albert Pines Pond Dam,A,Delaware,Tenmile River,13,450,60,1963,-74.93,41.705
Joseph Lynch Pond Dam,A,Delaware,Ten Mile River,9,100,15,1962,-74.9216666667,41.6733333333
(148-3141),D,Delaware,Frasers Brook,0,0,0,0,-74.7633333333,41.695
Lake La Barr Dam,B,Delaware,Narrow Falls Brook,18,640,84,1964,-74.9675,41.5341666667
Evers Lake Dam,A,Delaware,Tr-Ten Mile River,14,560,7,1965,-74.9666666667,41.6333333333
Sash & Blind Mill Dam,D,Black River,Crystal Creek,6,166,0,0,-75.4497222222,43.8327777778
Nohles Mill Dam,A,Black River,Mill Creek,0,70,0,1907,-75.4855555556,43.7833333333
Boise Cascade Lower Dam,B,Black River,Beaver River,15,390,3,1865,-75.4308333333,43.8841666667
Boise Cascade Upper Dam,C,Black River,Beaver River,25,400,48,1855,-75.4286111111,43.8833333333
Crystal Creek Dam,A,Black River,Crystal Creek,12,55,7,1840,-75.44,43.8361111111
Croghan Island Dam,A,Black River,Beaver River,12,260,121,1919,-75.3925,43.8983333333
High Falls Dam,C,Black River,Beaver River,55,725,185,1925,-75.3738888889,43.9261111111
Steiners Mill Dam,D,Black River,Murmur Creek,0,269,0,1921,-75.3597222222,43.8991666667
Belfort Dam,A,Black River,Beaver River,19,200,39,1898,-75.2883333333,43.9266666667
Glenn Creek Dam,A,Black River,Glen Creek,0,150,2,1924,-75.3772222222,43.7625
Wilers Mill Dam,A,Black River,Crystal Creek,0,210,0,1916,-75.3686111111,43.8033333333
Taylorville Dam,A,Black River,Beaver River,33,1000,170,1914,-75.3033333333,43.9283333333
Croghan Reservoir Dam,A,Black River,Sandy Creek,8,82,0,1912,-75.3047222222,43.9083333333
Tusten Light & Power Dam,A,Delaware,Ten Mile River,0,187,0,1926,-75.0111111111,41.5741666667
Dexter Dam,D,Black River,Black River,15,58,0,1908,-76.0461111111,44.005
Dexter North Channel Dam,A,Black River,Black River,20,142,175,1923,-76.0427777778,44.0052777778
Dexter Middle Channel Dam,A,Black River,Black River,8,0,0,1884,-76.0413888889,44.0047222222
Dexter South Channel Dam,B,Black River,Black River,18,433,120,1924,-76.0411111111,44.0036111111
Lower Limerick Dam,D,Eastern Lake Ontario,Perch River,0,50,0,1904,-76.0486111111,44.0283333333
Heath Brothers Dam,D,Eastern Lake Ontario,Horse Creek,3,0,0,0,-76.1291666667,44.0666666667
Lucky Star Lake Dam,A,Eastern Lake Ontario,Tr-Chaumont River,13,1050,64,1951,-76.0966666667,44.1333333333
May Rod & Gun Club Pond Dam,A,Eastern Lake Ontario,Mud Creek,6,0,26,1961,-76.2344444444,44.1294444444
Perch River Wildlife Refuge Dam,A,Eastern Lake Ontario,Perch River,15,1800,545,1964,-76.0041666667,44.0747222222
Texaco Research Center Dam,C,Lower Hudson,Fishkill Creek,22,206,0,1860,-73.9333333333,41.5166666667
Utsayantha Lake Dam,A,Mohawk,West Branch Delaware River,4,185,2,1914,-74.6208333333,42.4236111111
Jefferson Inn Pond Dam,A,Mohawk,Tr-Middle Brook,12,110,2,0,-74.6183333333,42.4791666667
(160-1004),D,Susquehanna,Tr-Middle Brook,0,0,0,0,-74.5975,42.4747222222
(160-1362),0,Delaware,Basset Brook,15,100,2,0,-74.6572222222,42.4144444444
Peck Wildlife Marsh Dam,A,Susquehanna,Tr-Center Brook,8,100,11,1952,-74.6569444444,42.4430555556
Ferdinand Harper Marsh Dam,A,Susquehanna,Tr-Middle Brook,5,75,8,1953,-74.7313888889,42.4544444444
Manuel Rodrigues Farm Pond Dam,A,Mohawk,Tr-Rose Brook,23,255,1,1959,-74.6452777778,42.3333333333
Shelmandine Farm Pond Dam,A,Mohawk,Tr-Mill Creek,10,580,2,1965,-74.5313888889,42.4675
Rexmere Dam,C,Delaware,Tr-W Branch Delaware River,27,350,8,1965,-74.6283333333,42.4144444444
Churchill Dam,C,Delaware,Tr-W Branch Delaware River,21,340,3,1965,-74.6272222222,42.4122222222
Lake In The Sky Dam,A,Mohawk,Tr-Bear Kill,17,340,14,1967,-74.5283333333,42.41
Cammarato Recreational Pond Dam,A,Mohawk,Tr-Bear Kill Creek,10,240,3,1967,-74.5138888889,42.4
Prospect Farms Pond Dam,A,Mohawk,Tr-Bear Kill Creek,20,400,3,1969,-74.5530555556,42.4066666667
Betty Brook Dam,B,Delaware,Betty Brook,21,680,34,1972,-74.7441666667,42.4030555556
Whiting Hollow Dam,B,Mohawk,Tr-Mine Kill,25,1500,51,1971,-74.5769444444,42.4419444444
Korianski Pond Dam,B,Susquehanna,Tr-Middle Brook,22,675,7,1974,-74.7008333333,42.4916666667
Seven Hills Realty Co Inc Dam,B,Lower Hudson,Tr-W Branch Croton River,14,345,45,1957,-73.7505555556,41.4805555556
Evelina Perkins Pond Dam,A,Lower Hudson,Tr-Clove Creek,9,0,10,1959,-73.8558333333,41.4572222222
Roaring Brook Dam,C,Lower Hudson,Roaring Brook,25,480,112,1959,-73.8066666667,41.4327777778
Louis Enten Pond Dam #1,B,Lower Hudson,Peekskill Hollow Creek,15,93,2,1964,-73.7655555556,41.4280555556
Louis Enten Pond Dam #2,D,Lower Hudson,Peekskill Hollow Brook,8,375,7,0,-73.7616666667,41.4311111111
Frank & Cooper Pond Dam,A,Lower Hudson,Tr-Trout Creek,13,400,6,1970,-73.8641666667,41.4805555556
Canopus Lake North End Dam,A,Lower Hudson,Canopus Creek,20,433,50,1972,-73.83,41.4633333333
Duck Pond Dam A & B,A,Lower Hudson,Tr-Indian Brook,13,160,13,1971,-73.885,41.42
Tomahawk Street Dam,0,Lower Hudson,Tr-Muscoot River,7,0,2,0,-73.7519444444,41.34
Stillwater Pond Dam,A,Lower Hudson,Stillwater Brook,42,320,55,1939,-73.8230555556,41.44
Jordan Pond Dam,B,Lower Hudson,Clove Creek,10,250,11,1986,-73.8672222222,41.4511111111
Pelton Pond Dam,B,Lower Hudson,Canopus Creek,41,260,9.2,1939,-73.83,41.4583333333
John Allen Pond Dam,A,Lower Hudson,Tr-Canopus Creek,22,100,20,1935,-73.8597222222,41.4286111111
Lake Tibet Dam,A,Lower Hudson,Peekskill Hollow Creek,8,150,40,1950,-73.7783333333,41.45
Brooks Lake Dam,B,Lower Hudson,Tr-Hudson River,10,270,26,0,-73.9925,41.33
Hessian Lake Dam,A,Lower Hudson,Tr-Hudson River,9,0,45,0,-73.9927777778,41.3183333333
Doodletown Dam,B,Lower Hudson,Doodletown Brook,34,410,2,1976,-73.9922222222,41.2952777778
Henry Schellhammer Farm Pond Dam,A,Susquehanna,Tr-Butternut Creek,8,350,3,1961,-75.1444444444,42.7069444444
Archie A Ainslee Pond Dam,A,Susquehanna,Tr-Otego Creek,12,275,3,1962,-75.2505555556,42.6986111111
Mary Cannon Farm Pond Dam,A,Susquehanna,Tr-Pool Brook,7,175,4,1963,-75.1066666667,42.6072222222
Clyde W Roberts Pond Dam,A,Susquehanna,Tr-Butternut Creek,20,350,3,1964,-75.1530555556,42.7116666667
Weerheim Dam,A,Susquehanna,Tr-Harrison Creek,16,560,9,1965,-75.1716666667,42.5166666667
Leo C Krazinski Pond Dam,0,Susquehanna,Tr-W Branch Otego Creek,10,725,2,1965,-75.0888888889,42.7002777778
Walter Elliot Recreational Pond Dam,A,Susquehanna,Tr-Butternut Creek,10,500,2,1966,-75.2416666667,42.6025
Hannawa Dam,B,Raquette River,Raquette River,29,280,136,1899,-74.975,44.6119444444
Colton Dam,C,Raquette River,Raquette River,27,465,152,1918,-74.94,44.555
Breakneck Pond Dam,A,Lower Hudson,Tr-Beaver Pond Brook,20,305,64,1930,-74.095,41.21
Nob Hill Dam,A,Lower Hudson,,8,250,1,1975,-74.0166666667,41.1555555556
First Reservoir Dam,C,Lower Hudson,Horse Chock Brook,46,650,6,1917,-74.0569444444,41.2163888889
Mount Beacon Reservoir Dam,C,Lower Hudson,Dry Brook,35,350,20,1922,-73.9411111111,41.4883333333
Perkins Estate Pond Dam,B,Lower Hudson,Clove Creek,25,350,42,1927,-73.8738888889,41.4519444444
Lake Valhalla Dam,B,Lower Hudson,Tr-Clove Creek,22,235,27,1928,-73.9280555556,41.4808333333
Lower Cragston Lake Dam,C,Lower Hudson,Tr-Hudson River,10,215,8,1928,-73.9772222222,41.3538888889
Lake Peekskill Dam,C,Lower Hudson,Hollowbrook,16,120,52,1928,-73.88,41.3366666667
Cortlandt Lake Dam,C,Lower Hudson,Sprout Brook,37,225,17,1929,-73.9141666667,41.3266666667
Cargill Reservoir Dam,C,Lower Hudson,Cargill Brook,75,650,25,1932,-73.8847222222,41.49
Camp Wiccopee Dam,D,Lower Hudson,Trout Creek,20,0,4,1932,-73.8513888889,41.4808333333
East Mountain Lake Dam,B,Lower Hudson,Trout Creek,7,50,10.1,1932,-73.8680555556,41.4802777778
Cold Spring Dam (upper),C,Lower Hudson,Foundry Brook,22,270,9,1942,-73.94,41.4677777778
Cold Spring Dam (lower),C,Lower Hudson,Foundry Brook,22,330,9,1942,-73.9388888889,41.465
Rock Garden Lake Dam,A,Lower Hudson,Tr-Croton Reservoir,10,100,12,1934,-73.8538888889,41.265
Highland Brook Dam (lower),A,Lower Hudson,Highland Brook,17,115,1,1935,-73.9855555556,41.3780555556
Crystal Lake Dam,B,Lower Hudson,Tr-Hudson River,20,50,8,1937,-73.9705555556,41.3527777778
Sagamore Lake Dam,B,Lower Hudson,West Branch Croton River,22,275,96,1946,-73.7755555556,41.4719444444
Upper (north) Wiccopee Dam,C,Lower Hudson,Wiccopee Brook,34,310,117,1939,-73.8216666667,41.4208333333
Diamond Pond Dam,D,Lower Hudson,Foundry Brook,9,0,1,1939,-73.935,41.4577777778
Elmer Falls Dam,A,Black River,Beaver River,23,300,34,1915,-75.2888888889,43.9266666667
Effley Falls Dam,A,Black River,Beaver River,32,500,340,1903,-75.2783333333,43.9233333333
Pietries Mill Dam,D,Black River,Black Creek,0,60,0,0,-75.2636111111,43.8555555556
Beach Mill Dam,D,Black River,Burnt Creek,10,100,0,1860,-75.2755555556,43.8083333333
Carthage Dam,A,Oswegatchie,Indian River,7,50,0,1908,-75.3372222222,43.975
Kenneth Clark Pond Dam,D,Black River,Fenton Creek,18,0,5,1937,-75.3763888889,43.7508333333
Passengers Pond Dam,A,Black River,South Branch Crystal Creek,9,0,3,1959,-75.3558333333,43.7983333333
Leo Hannon Pond Dam #1,A,Delaware,Tr3-Freer Hollow,15,0,0.8,0,-75.0955555556,42.2583333333
Leo Hannon Pond Dam #2,A,Delaware,Tr3-Freer Hollow,15,0,0.3,0,-75.0955555556,42.2583333333
Leo Hannon Pond Dam #3,A,Delaware,Tr3-Freer Hollow,15,0,0.2,0,-75.0955555556,42.2583333333
Leo Hannon Pond Dam #4,A,Delaware,Tr3-Freer Hollow,15,0,0.5,0,-75.0955555556,42.2583333333
Holbrook Pond Dam,A,Susquehanna,,20,450,5.5,2002,-75.1416666667,42.4916666667
Toms Lake Dam,A,Delaware,Tr-East Handsome Brook,24,350,3,2001,-75.0841666667,42.3286111111
O'dell Williams Dam,A,Delaware,Tr-East Handsome Brook,20,550,3,0,-75.0625,42.3213888889
Carey Road Dam,A,Delaware,Tr-East Branch Handsome Brook,15,200,3,0,-75.0888888889,42.3261111111
Chisholm Pond Dam,A,Delaware,Tr-East Handsome Brook,7,340,7.3,0,-75.07,42.3280555556
John Crane Dam,A,Susquehanna,Tr-Oleout Creek,27,700,3.7,0,-75.0436111111,42.3786111111
Wayne Gregory Pond Dam,D,Susquehanna,Tr-Otsdawa Creek,13,0,2.2,0,-75.2166666667,42.4722222222
(132-0585),D,Delaware,West Branch Delaware River,0,0,0,0,-75.1061111111,42.1538888889
Highland Lower Reservoir Dam,B,Lower Hudson,Tr-Hudson River,12,200,3,1916,-73.9794444444,41.7247222222
Highland Reservoir #2 Dam,A,Lower Hudson,Tr-Hudson River,12,200,1,0,-73.9830555556,41.7238888889
Highland Reservoir #1 Dam,A,Lower Hudson,Tr-Hudson River,15,467,2,1985,-73.9841666667,41.7258333333
Chance Pond Dam,A,Lower Hudson,Twaalfskill Creek,7,270,3,1911,-73.9772222222,41.7041666667
Morgan Lake Dam,C,Lower Hudson,Tr-Fall Kill,20,277,8,1868,-73.9088888889,41.7147222222
Hudson River State Hospital Dam,B,Lower Hudson,Fall Kill,21,220,10,1911,-73.8997222222,41.7361111111
Yazoo Dam,A,Lower Hudson,Wappinger Creek,7,108,1,1815,-73.8216666667,41.7447222222
Green Ponds Dam,A,Lower Hudson,Tr-Wappinger Creek,20,0,4,1928,-73.8897222222,41.6208333333
Fishkill Reservoir Dam,0,Lower Hudson,Tr-Clove Creek,15,140,4,1931,-73.89,41.5097222222
Brettman Pond Dam,A,Lower Hudson,Tr-Wappinger Creek,0,143,6,1931,-73.7841666667,41.7455555556
Brian R Sherratt Dam,A,Susquehanna,Tr-Middle Brook,6,800,1,1974,-74.5986111111,42.4972222222
Lazio Pond Dam,A,Delaware,Betty Brook,18,325,4,1975,-74.745,42.4
Howard LaFever Dam,B,Delaware,Tr-W Branch Delaware River,17,755,18,1976,-74.7216666667,42.3733333333
Chemtex Corporation Dam,D,Delaware,Tr-E Branch Delaware River,20,0,5,1800,-74.6102777778,42.2802777778
FLIGHT OF FIVE,0,,,0,0,0,0,-78.6941666667,43.1697222222
Blazer Pond Dam,B,Delaware,Tr-West Branch Delaware River,11,419,17,0,-74.6072222222,42.4313888889
Thomas Mitchell Pond Dam,A,Mohawk,,14,350,0,1986,-74.5161111111,42.3797222222
Murphy Foundation Dam,B,Delaware,Mine Kill,18,500,24,0,-74.6038888889,42.4330555556
Old Clump Dam,A,Delaware,None,0,900,1,0,-74.6452777778,42.315
Kortright Hideway Dam,D,Delaware,Mcmurdy Brook,20,800,9,0,-74.7083333333,42.3819444444
(161-0450),D,Delaware,Beaver Kill,0,0,0,0,-74.6705555556,42.0019444444
Forest Lake Dam,A,Delaware,Tr-Beaver Kill,22,175,16,1905,-74.6666666667,42.0058333333
Mountain Lake Dam,A,Delaware,Tr-Big Pond,15,500,19,1930,-74.7244444444,42.0577777778
Ferguson Lake Dam,B,Lower Hudson,Rockefeller Brook,12,200,3,1915,-73.8269444444,41.0991666667
Oscawana Park Pond #1 Dam,A,Lower Hudson,Furnace Brook,20,150,1,1972,-73.9216666667,41.2294444444
Campfire Lake Dam,B,Lower Hudson,Tr-Pocantico River,14,135,13,1920,-73.81,41.1713888889
Teatown Lake Dam,B,Lower Hudson,Bailey Brook,10,203,38,1928,-73.8330555556,41.2147222222
Chimney Corners Dam,B,Lower Hudson,Furnace Brook,20,140,8,0,-73.9080555556,41.2294444444
Old Farm Lake Dam,A,Lower Hudson,Tercua Brook,3,0,4,1987,-73.75,41.125
Ibm Corp Technical Institute Dam,B,Lower Hudson,Tr-Bronx River,21,470,1,1985,-73.77,41.1088888889
Pioneer Lake Dam,A,Lower Hudson,Tr-Beerkill Brook,15,450,4,1949,-74.5241666667,41.7222222222
Rubin Lake Dam,A,Delaware,Tr-Yankee Reservoir,14,0,5,1951,-74.5730555556,41.5966666667
Teicher Pond Dam,0,Delaware,Tr-Lords Lake,13,750,2,1951,-74.5794444444,41.61
Pleasure Lake Dam,C,Delaware,Sheldrake Stream,35,470,218,1875,-74.6255555556,41.685
Glen Wild Lake Dam,D,Lower Hudson,Fowlwood Brook,10,540,4,1961,-74.5861111111,41.6513888889
Furst Lake Dam,A,Delaware,Tr-Neversink River,8,1350,7,1952,-74.605,41.7377777778
200 CHERRY LANE DAM,A,Lower Hudson,Saddle River,12,0,2.4,0,-74.0938888889,41.0986111111
Larchwood Lake Dam,C,Susquehanna,Tr-Wharton Creek,36,260,47,1969,-75.1675,42.55
Vincent Manzo Dam & Dike,A,Susquehanna,Tr-Butternut Creek,18,250,10,1967,-75.155,42.7016666667
Storms Dam,A,Susquehanna,Aldrich Creek,14,950,6,1969,-75.2333333333,42.6
Beaver Valley Park Dam,D,Susquehanna,Tr-Hinman Hollow Creek,22,0,0,0,-75.0063888889,42.6497222222
Walter Burchan Wildlife Marsh Dam,A,Susquehanna,Tr-Harrison Creek,7,120,6,1970,-75.1525,42.5116666667
Albert Timer Recreational Pond Dam,A,Susquehanna,Tr-Wharton Creek,15,650,2,1971,-75.145,42.5683333333
Earle Peterson Dam,A,Susquehanna,West Branch Otego Creek,15,450,8,1972,-75.105,42.7116666667
White Mill Dam,D,Oswego,Six Mile Creek,0,0,0,1907,-76.3927777778,42.3922222222
C W Vohris Dam,D,Oswego,Six Mile Creek,0,85,0,1896,-76.3891666667,42.3819444444
Jennings Pond Dam,C,Oswego,Buttermilk Creek,17,565,32,1986,-76.4872222222,42.3466666667
Camp Badger Dam,A,Susquehanna,Miller Creek,15,225,3,1938,-76.4611111111,42.2719444444
B W Bloom Pond Dam,0,Oswego,Tr-Fall Creek,7,0,4,1952,-76.3722222222,42.495
College Of Agriculture Cornell Dam,A,Oswego,Tr-Fall Creek,14,0,1,1953,-76.4483333333,42.4611111111
College Of Agriculture Cornell Dam,0,Oswego,Tr-Cascadilla Creek,10,0,1,1953,-76.3802777778,42.4608333333
Dr Joseph Frost Dam,0,Oswego,Tr-Fall Creek,12,0,1,1953,-76.4,42.4666666667
Cornell University Pond #4 Dam,0,Oswego,Tr-Cayuga Lake,7,0,15,1954,-76.4561111111,42.4927777778
Cornell University Pond #5 Dam,0,Oswego,Tr-Cayuga Lake,4,0,11,0,-76.4455555556,42.4933333333
Tomkins County Dam,A,Oswego,Tr-Cayuga Lake,11,0,9,1975,-76.4691666667,42.4966666667
State Land Tompkins #4 Dam,0,Susquehanna,Willow Creek,7,0,3,1954,-76.2680555556,42.3522222222
Walter Arsenault Pond Dam,0,Oswego,Tr-Willseyville Creek,12,0,3,1955,-76.4008333333,42.3708333333
Margaret Baker Dam,0,Oswego,Tr-Fall Creek,7,0,8,1956,-76.4227777778,42.4761111111
Barton Miller Farms Dam,0,Oswego,Tr-Cayuga Lake,13,0,1,1958,-76.3152777778,42.4472222222
Fred Jantz Pond Dam,A,Susquehanna,Tr-Doolittle Creek,18,0,4,1958,-76.3208333333,42.2916666667
Ward & Strombeck Pond Dam,0,Susquehanna,Tr-Doolittle Creek,13,0,1,1960,-76.2636111111,42.2588888889
Lovelace Dam,0,Delaware,Perry Pond Brook,0,200,6,0,-75.0072222222,41.6286111111
Old Mill Dam,A,Delaware,Mitchell Pond Brook,10,0,1,0,-75.0083333333,41.6997222222
Massena Diversion Dam,A,"East St. Lawrence, Grass",St Lawrence River,35,550,96,1912,-74.8758333333,44.9386111111
Massena Village Dam,A,"East St. Lawrence, Grass",Grass River,8,350,200,1860,-74.8908333333,44.9333333333
